[2025-06-21 11:46:54,100] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-06-21 12:32:20,803] INFO django.server "GET /static/main/css/main.css HTTP/1.1" 304 0
[2025-06-21 12:32:20,817] INFO django.server "GET /static/main/css/navbar.css HTTP/1.1" 304 0
[2025-06-21 12:32:20,818] INFO django.server "GET /static/main/images/OC.png HTTP/1.1" 304 0
[2025-06-21 12:32:20,820] INFO django.server "GET /static/main/images/EHSModule.png HTTP/1.1" 304 0
[2025-06-21 12:32:20,915] INFO django.server "GET /static/main/js/fontawesome.js HTTP/1.1" 304 0
[2025-06-21 12:32:20,915] INFO django.server "GET /static/main/js/navbar.js HTTP/1.1" 304 0
[2025-06-21 12:32:21,252] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:32:21,399] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:44:37,527] INFO custom_logger Filters: from_incident_date=, to_incident_date=, hse_lag_filter=All, risk_factor_filter=All, complience_status_filter=All
[2025-06-21 12:44:37,545] WARNING custom_logger PageNotAnInteger: set to page 1
[2025-06-21 12:44:37,555] INFO custom_logger Returning page 1 of 12 with 10 records
[2025-06-21 12:44:37,616] INFO django.server "GET /lagging-records/ HTTP/1.1" 200 32753
[2025-06-21 12:44:37,653] INFO django.server "GET /static/main/css/fontawesome.css HTTP/1.1" 304 0
[2025-06-21 12:44:37,663] INFO django.server "GET /static/main/css/main.css HTTP/1.1" 304 0
[2025-06-21 12:44:37,681] INFO django.server "GET /static/main/images/OC.png HTTP/1.1" 304 0
[2025-06-21 12:44:37,682] INFO django.server "GET /static/main/js/fontawesome.js HTTP/1.1" 304 0
[2025-06-21 12:44:37,686] INFO django.server "GET /static/main/css/navbar.css HTTP/1.1" 304 0
[2025-06-21 12:44:37,754] INFO django.server "GET /static/main/js/navbar.js HTTP/1.1" 304 0
[2025-06-21 12:44:38,126] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:44:38,240] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:44:42,218] INFO django.server "GET /lagging-records/115/ HTTP/1.1" 200 10939
[2025-06-21 12:44:42,383] INFO django.server "GET /lagging-records/115/ HTTP/1.1" 200 10939
[2025-06-21 12:44:42,408] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:44:42,552] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:44:53,548] INFO custom_logger Filters: from_incident_date=, to_incident_date=, hse_lag_filter=All, risk_factor_filter=All, complience_status_filter=All
[2025-06-21 12:44:53,562] WARNING custom_logger PageNotAnInteger: set to page 1
[2025-06-21 12:44:53,568] INFO custom_logger Returning page 1 of 12 with 10 records
[2025-06-21 12:44:53,617] INFO django.server "GET /lagging-records/ HTTP/1.1" 200 32753
[2025-06-21 12:44:53,855] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:44:53,950] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:44:56,456] INFO django.server "GET /lagging-records/114/ HTTP/1.1" 200 10864
[2025-06-21 12:44:56,622] INFO django.server "GET /lagging-records/114/ HTTP/1.1" 200 10864
[2025-06-21 12:44:56,637] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:44:56,781] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:45:43,068] INFO custom_logger User 'ocadmin' tried to access login page but is already authenticated.
[2025-06-21 12:45:43,069] INFO django.server "GET / HTTP/1.1" 302 0
[2025-06-21 12:45:43,164] INFO custom_logger User 'ocadmin' accessed index page.
[2025-06-21 12:45:43,188] INFO django.server "GET /indexpage/ HTTP/1.1" 200 24443
[2025-06-21 12:45:43,268] INFO django.server "GET /static/main/css/fontawesome.css HTTP/1.1" 304 0
[2025-06-21 12:45:43,270] INFO django.server "GET /static/main/css/main.css HTTP/1.1" 304 0
[2025-06-21 12:45:43,281] INFO django.server "GET /static/main/images/HRModule.png HTTP/1.1" 304 0
[2025-06-21 12:45:43,283] INFO django.server "GET /static/main/images/OC.png HTTP/1.1" 304 0
[2025-06-21 12:45:43,289] INFO django.server "GET /static/main/css/navbar.css HTTP/1.1" 304 0
[2025-06-21 12:45:43,348] INFO django.server "GET /static/main/images/ProductionModule.png HTTP/1.1" 304 0
[2025-06-21 12:45:43,348] INFO django.server "GET /static/main/images/EHSModule.png HTTP/1.1" 304 0
[2025-06-21 12:45:43,454] INFO django.server "GET /static/main/images/WarehouseModule.png HTTP/1.1" 304 0
[2025-06-21 12:45:43,454] INFO django.server "GET /static/main/js/fontawesome.js HTTP/1.1" 304 0
